"Date","Return","Vol_HAR","VaR_HAR_1","ES_HAR_1","VaR_HAR_5","ES_HAR_5","RV_AMZN"
2013-01-22,-0.70924592092,1.33274936275369,-3.62393175365229,-5.74473590869313,-2.12293265833966,-3.83994679822251,0.778920224845221
2013-01-23,-0.7698286392,1.41112395624073,-3.84528684546663,-6.06715776477699,-2.25598692095161,-4.01678428956814,1.0591375492912
2013-01-24,2.0551266272,1.22764374683175,-3.32819302707404,-5.42916353714934,-1.94558360444263,-3.68067545535844,2.98288827476818
2013-01-25,3.7899276369,1.23941800738141,-3.36086801250912,-5.45703493161867,-1.96504065742161,-3.69878691775039,1.79425819311801
2013-01-28,-2.7993943449,1.49960047910627,-4.09555313532203,-6.48976032817128,-2.39487087669278,-4.16223439574212,3.6714357442969
2013-01-29,-5.6839588465,1.41881140316256,-3.86746140316925,-6.10684760279189,-2.26985774644369,-4.0352416623121,3.7139808700605
2013-01-30,4.7681966584,1.64685629842603,-4.61668452013045,-7.31401681576471,-2.67474806761583,-4.59251870667039,13.6817268366374
2013-01-31,-2.6631080347,1.74837512714692,-4.90692381445625,-7.61058100396721,-2.84590076819754,-4.75426271383411,4.32468313602159
2013-02-01,-0.18832391715,2.65128952440995,-7.5140748406595,-11.1412669064238,-4.38832926008177,-6.83297191132683,2.40982339940852
2013-02-04,-1.8943396227,2.19002590312624,-6.18350062180875,-9.87508992707333,-3.57911788204972,-5.69670538782,2.56472477642784
2013-02-05,2.6578967614,2.08893077740609,-5.89278299500751,-9.32495015854571,-3.40842504187432,-5.55907178253889,3.15762900598015
2013-02-06,-1.7497845554,2.06967748386085,-5.83709185381917,-9.32495015854571,-3.3757932439527,-5.472483058974,1.78206247574258
2013-02-07,-0.75890473654,2.09351352963422,-5.90714390027199,-9.42558051250882,-3.41732341510401,-5.55907178253889,3.69612273970065
2013-02-08,0.66095377169,1.65677538523267,-4.64577082011976,-7.31401681576471,-2.67555009916971,-4.59251870667039,1.93156716394822
2013-02-11,-1.8095056309,1.78174766281926,-5.00669635980186,-7.79604354041404,-2.88777366379996,-4.80845411679904,2.2294056466979
2013-02-12,0.57929318464,1.63437097137011,-4.58142937694131,-7.19906000145775,-2.63785601554608,-4.54379832820837,1.67317399026925
2013-02-13,4.1631233089,1.64653713450678,-4.51248216244424,-7.16235187319028,-2.64625361378063,-4.5598370518903,3.25211111575321
2013-02-14,-0.085352729366,1.55038552697458,-4.24051102886004,-6.60875835239667,-2.48290671428216,-4.28938516198613,2.51000625563636
2013-02-15,-1.5413757244,1.72575181226497,-4.73602377763169,-7.43538021796,-2.77979476223719,-4.65931580362667,2.0481269536453
2013-02-19,1.7578935456,1.63057876942592,-4.46776508390804,-6.9889427697987,-2.61992674114532,-4.52788532867593,1.31819503484801
2013-02-20,-1.2381835032,1.59883223453889,-4.37829802309446,-6.83297191132683,-2.56624868159604,-4.42148669987176,3.47713541631351
2013-02-21,-0.17641980412,1.50746280064915,-4.12156929279896,-6.50662288468617,-2.41358488416962,-4.19413684656021,2.44449431980959
2013-02-22,-0.195532827,1.74202220093448,-4.78295723122231,-7.56523580632742,-2.80961157093123,-4.70167973102136,1.9461987310228
2013-02-25,-2.0910255443,1.63840111619821,-4.49149343737959,-7.09062098984865,-2.63491719173438,-4.54379832820837,2.75530138829878
2013-02-26,-0.19625197228,1.58207568465647,-4.33294007673784,-6.77405806401548,-2.54076166379795,-4.38543441292308,3.87976478089069
2013-02-27,1.4998457744,1.67228058716846,-4.58771066942484,-7.19906000145775,-2.69338974848231,-4.60904870979134,2.76673119964123
2013-02-28,0.3874643875,1.83488961243647,-5.04601570866491,-7.93042887882222,-2.96671563743293,-4.91797364479641,2.25299585343368
2013-03-01,0.55624929064,1.734794095578,-4.76405211060354,-7.58947495315902,-2.79814114291816,-4.68673766963636,2.12340347977149
2013-03-04,2.7733875215,1.68817737658001,-4.63222071396731,-7.33233575555821,-2.71971123953755,-4.63612667419115,2.43320833207989
2013-03-05,0.90805902382,1.68131531679858,-4.6125892605865,-7.33233575555821,-2.70765989053649,-4.61929416448684,3.35824735008363
2013-03-06,-0.65314416333,1.67568407997244,-4.59602228175429,-7.29210095407353,-2.69751709301776,-4.60262436570522,1.55376335214231
